filename,width,height,sign_class
2019_0929_143436_042 1407_0.jpg,34,34,D-6
2019_0927_161359_043 1522_mirrored_0.jpg,35,29,A-6e
2020_0410_165628_008 024_0.jpg,136,145,B-33
2019_0920_161014_042 0088_0.jpg,39,43,A-12a
2020_0621_105156_019 45_0.jpg,42,45,D-2
2019_0905_182313_001 0625_0.jpg,64,76,C-9
2020_0413_162855_009 1275_0.jpg,31,42,D-15
2020_0313_180335_003 1123_0.jpg,65,54,A-6c
2020_0508_164957_013 547_0.jpg,84,88,C-12
2020_0229_084843_018 0004_0.jpg,63,86,B-36
2019_0929_150907_043 0178_mirrored_0.jpg,94,108,C-10
2020_0413_170324_010 285_0.jpg,43,59,D-14
2020_0301_133023_020 1729_0.jpg,154,210,B-33
2020_0313_180335_003 0472_0.jpg,54,49,C-9
2020_0321_094429_005 1899_mirrored_0.jpg,149,147,A-6b
2020_0413_170324_010 522_0.jpg,61,59,D-6
2019_1030_162407_042 1214_0.jpg,43,49,B-25
2020_0321_094429_005 0043_0.jpg,55,52,B-36
2020_0413_170324_010 080_0.jpg,80,98,D-7
2019_0929_143436_042 0885_0.jpg,61,53,A-16
2019_1030_165838_043 1560_mirrored_0.jpg,59,70,C-10
2020_0508_164957_013 582_0.jpg,114,108,C-12
2020_0215_110207_010 663_0.jpg,61,81,C-13-C-16
2020_0215_110207_010 481_mirrored_0.jpg,45,48,C-10
2020_0510_192839_015 519_0.jpg,88,94,A-7
2020_0213_153817_007 1745_mirrored_0.jpg,83,81,C-10
2020_0620_170211_012 19_0.jpg,69,67,C-12
2020_0413_162855_009 0260_0.jpg,79,80,C-12
2020_0215_110207_010 701_0.jpg,111,100,A-16
2020_0215_110207_010 243_0.jpg,94,94,A-8
2019_1223_114427_004 0346_0.jpg,37,33,B-21
2019_0929_150907_043 0296_0.jpg,67,64,A-30
2020_0510_185408_014 1108_0.jpg,65,58,D-24
2020_0215_110207_010 438_mirrored_0.jpg,63,70,C-10
2020_0413_162855_009 0348_0.jpg,51,47,C-12
2019_0901_165821_014 1860_mirrored_0.jpg,45,41,A-2
2020_0313_172554_001 018_0.jpg,44,51,D-1
2020_0229_084843_018 1631_0.jpg,196,173,A-18b
2020_0229_084843_018 0274_0.jpg,82,80,D-6
2019_0927_161359_043 0244_0.jpg,59,68,B-33
2019_1223_114427_004 1267_0.jpg,112,157,D-1
2020_0215_102737_009 1954_0.jpg,83,125,D-15
2020_0229_081851_017 486_0.jpg,48,56,D-26c
2020_0229_074421_016 1196_0.jpg,44,44,D-1
2020_0321_094429_005 1441_0.jpg,117,141,C-9
2019_1223_101740_002 332_mirrored_0.jpg,138,117,A-2
2020_0410_162215_007 1743_0.jpg,116,104,A-18b
2019_0920_161014_042 1202_mirrored_0.jpg,35,40,A-6e
2019_1030_162407_042 0175_0.jpg,59,53,D-3
2020_0413_162855_009 1192_0.jpg,48,42,A-6a
2019_0815_090538_005 0693_0.jpg,90,104,C-16
2020_0620_170442_014 48_0.jpg,79,91,B-20
2019_1129_162626_042 1044_0.jpg,47,65,D-15
2019_0929_154947_042 820_0.jpg,57,57,A-6d
2019_0927_153929_042 1667_mirrored_0.jpg,61,65,C-10
2020_0313_180335_003 0196_0.jpg,79,112,D-15
2019_0901_165821_014 0744_0.jpg,45,59,D-8
2019_0905_182313_001 1365_0.jpg,43,47,A-16
2020_0508_164957_013 699_0.jpg,59,73,C-7
2019_0920_164444_043 1014_0.jpg,78,96,C-12
2020_0410_162215_007 0410_0.jpg,32,34,D-3
2019_0920_164444_043 0659_0.jpg,47,53,D-6
2019_0922_153729_042 0714_0.jpg,68,80,A-30
2020_0213_153817_007 0208_0.jpg,45,51,C-12
2020_0301_150739_024 1487_mirrored_0.jpg,58,67,C-10
2019_0920_161014_042 0712_0.jpg,153,183,D-18
2020_0213_153817_007 1311_0.jpg,51,50,B-25
2020_0620_165601_008 155_0.jpg,130,117,A-7
2019_0922_153729_042 0132_0.jpg,86,96,C-9
2020_0301_154208_025 0381_0.jpg,71,67,B-25
2020_0508_164957_013 597_0.jpg,77,82,D-6
2019_1223_110958_003 1942_0.jpg,57,56,A-17
2020_0508_161529_012 0027_0.jpg,90,148,B-2
2020_0508_164957_013 576_0.jpg,45,48,C-12
2020_0508_161529_012 1877_0.jpg,120,122,A-29
2020_0229_084843_018 0475_0.jpg,84,77,B-33
2019_1223_092421_001 0433_mirrored_0.jpg,47,49,C-10
2020_0215_110207_010 724_1.jpg,36,88,G-1a
2019_0929_150907_043 0428_0.jpg,33,47,C-9
2019_1030_162407_042 1448_0.jpg,110,143,B-25
2020_0229_074421_016 0738_0.jpg,44,42,A-17
2020_0510_192839_015 714_0.jpg,58,58,C-9
2020_0321_094429_005 0044_0.jpg,29,29,B-36
2020_0508_164957_013 581_0.jpg,86,74,A-7
2020_0413_162855_009 0438_mirrored_0.jpg,31,35,A-6c
2020_0508_164957_013 375_mirrored_0.jpg,85,94,C-10
2020_0301_154208_025 1938_0.jpg,44,58,D-7
2019_0814_162326_004 0658_0.jpg,78,70,B-33
2019_0927_153929_042 1647_0.jpg,41,43,C-9
2020_0301_150739_024 1192_0.jpg,37,39,C-9
2020_0321_094429_005 0678_0.jpg,90,85,A-18b
2020_0215_102737_009 0191_0.jpg,91,84,A-32
2019_0901_165821_014 0457_0.jpg,94,94,A-7
2019_0927_161359_043 0997_mirrored_0.jpg,67,60,A-3
2020_0213_153817_007 0520_0.jpg,51,63,D-29
2020_0213_161248_008 0670_0.jpg,119,81,D-43
2019_0901_165821_014 2011_0.jpg,109,126,B-41
2020_0301_154208_025 1544_mirrored_0.jpg,34,34,A-6e
2020_0510_185408_014 1960_0.jpg,28,28,C-9
2020_0410_162215_007 0404_0.jpg,73,77,B-6-B-8-B-9
2020_0508_164957_013 059_0.jpg,76,77,A-6c
2019_0901_173251_015 1162_0.jpg,51,63,D-26c
2020_0410_165628_008 298_0.jpg,167,229,B-9
2019_1226_135624_005 200_0.jpg,58,33,D-42
2019_0905_182313_001 1879_mirrored_0.jpg,66,74,C-10
2020_0413_162855_009 0796_0.jpg,47,61,D-15
2020_0413_170324_010 461_0.jpg,206,175,B-36
2019_0815_090538_005 1627_0.jpg,43,38,C-9
2019_0901_165821_014 1598_0.jpg,53,47,C-9
2020_0620_170258_013 64_0.jpg,104,68,D-40
2019_0814_154857_003 0801_0.jpg,55,54,B-33
2019_0927_153929_042 0248_0.jpg,102,100,D-3
2020_0229_084843_018 0473_0.jpg,57,88,B-2
2019_0815_090538_005 1542_0.jpg,174,149,A-12a
2020_0620_165601_008 161_0.jpg,85,75,A-7
2020_0301_150739_024 0761_mirrored_0.jpg,51,49,C-10
2020_0413_162855_009 0165_0.jpg,34,33,D-2
2019_0901_165821_014 1574_0.jpg,84,86,B-25
2019_0929_150907_043 0391_0.jpg,57,89,D-15
2020_0313_180335_003 0722_mirrored_0.jpg,94,127,C-10
2019_1030_162407_042 0356_0.jpg,117,113,B-33
2020_0508_164957_013 698_0.jpg,57,55,C-7
2020_0321_094429_005 0046_0.jpg,36,36,B-36
2020_0229_084843_018 1978_mirrored_0.jpg,96,100,A-6c
2020_0508_164957_013 583_0.jpg,156,145,A-7
2020_0213_153817_007 0381_0.jpg,50,66,B-33
2019_0929_143436_042 1826_0.jpg,96,100,B-36
2019_1030_165838_043 1334_0.jpg,67,74,A-7
2019_0929_143436_042 0041_0.jpg,51,49,A-7
2020_0301_150739_024 0928_mirrored_0.jpg,33,38,C-10
2019_0830_154511_013 19_0.jpg,121,90,A-30
2020_0620_165016_002 42_1.jpg,37,55,B-33
2019_1129_162626_042 0113_0.jpg,35,37,B-2
2019_1230_164602_006 641_0.jpg,66,90,D-9
2019_0719_142601_003 1129_mirrored_0.jpg,84,79,A-6c
2019_0721_171043_003 1740_0.jpg,37,96,G-1a
2019_0905_182313_001 0498_mirrored_0.jpg,60,72,C-10
2020_0301_150739_024 1905_0.jpg,67,71,D-6
2020_0508_164957_013 449_0.jpg,57,63,D-2
2019_0929_143436_042 1887_mirrored_0.jpg,29,38,C-10
2020_0620_170552_015 01_0.jpg,45,44,D-6
2019_0929_143436_042 1649_0.jpg,65,66,B-27
2019_0922_153729_042 0132_mirrored_0.jpg,86,96,C-10
2019_0920_161014_042 1825_0.jpg,35,38,D-23a
2019_0927_153929_042 1467_0.jpg,85,92,B-33
2019_0901_165821_014 1876_0.jpg,75,66,D-6
2020_0229_092307_019 138_0.jpg,73,74,D-1
2019_0922_153729_042 1301_0.jpg,67,68,C-5
2020_0508_161529_012 0902_0.jpg,55,71,D-18
2020_0229_081851_017 448_0.jpg,40,34,A-18b
2020_0301_154208_025 0497_0.jpg,35,34,D-6
2020_0620_170616_016 09_0.jpg,51,47,D-6
2019_0816_175356_008 101_0.jpg,49,71,D-15
2020_0313_172757_002 1781_0.jpg,29,30,B-33
2020_0620_170003_010 89_0.jpg,204,106,D-52
2020_0301_150739_024 0026_mirrored_0.jpg,51,56,B-22
2020_0508_164957_013 547_mirrored_0.jpg,138,194,C-10
2020_0215_102737_009 1172_0.jpg,145,128,A-17
2020_0313_180335_003 1375_0.jpg,100,47,D-42
2020_0508_161529_012 1840_0.jpg,43,45,B-8
2019_0929_154947_042 793_0.jpg,90,73,A-16
2019_0818_131042_009 1226_0.jpg,86,72,A-30
2019_1223_110958_003 0444_0.jpg,35,39,C-2
2020_0510_185408_014 0405_0.jpg,29,29,C-5
2020_0620_170258_013 61_0.jpg,76,65,D-40
2020_0213_153817_007 1718_0.jpg,120,139,A-30
2020_0229_084843_018 0632_0.jpg,79,84,D-1
2020_0229_074421_016 1214_0.jpg,59,59,B-25
2020_0301_133023_020 1894_0.jpg,84,97,C-12
2020_0301_150739_024 1346_0.jpg,61,53,D-1
2019_0726_185626_003 958_mirrored_0.jpg,79,65,A-4
2019_0920_161014_042 0432_0.jpg,55,65,B-33
2020_0621_110041_024 13_0.jpg,55,90,B-20
2020_0410_162215_007 0208_0.jpg,178,172,D-23
2019_0814_162326_004 0305_0.jpg,63,59,A-30
2019_0811_183255_004 0404_mirrored_0.jpg,62,61,A-3
2020_0213_153817_007 0175_0.jpg,85,90,A-21
2019_0901_173251_015 0155_0.jpg,25,26,D-23
2019_0929_150907_043 0044_1.jpg,72,63,A-6b
2019_0927_153929_042 0098_0.jpg,131,121,D-6
2019_0830_154511_013 36_mirrored_0.jpg,98,98,B-22
2020_0620_165108_003 12_0.jpg,104,96,D-6
2020_0508_161529_012 0010_0.jpg,86,98,C-12
2020_0510_185408_014 0521_0.jpg,145,151,B-36
2020_0321_094429_005 0363_1.jpg,43,46,D-26c
2019_1223_110958_003 1415_0.jpg,65,61,B-36
2019_0726_185626_003 443_mirrored_0.jpg,98,81,A-1
2020_0313_172757_002 1302_0.jpg,136,161,C-9
2019_0927_153929_042 1474_0.jpg,33,43,D-29
2019_0927_153929_042 0916_0.jpg,43,45,B-33
2020_0413_162855_009 0900_mirrored_0.jpg,166,207,A-2
2019_1223_114427_004 0337_mirrored_0.jpg,31,32,A-6b
2019_0922_153729_042 0536_0.jpg,43,55,A-6a
2019_0922_153729_042 0560_0.jpg,39,63,D-15
2020_0301_150739_024 1780_0.jpg,69,76,D-18
2020_0301_150739_024 1476_0.jpg,44,44,C-9
2020_0213_161248_008 0053_0.jpg,119,108,A-30
2020_0301_150739_024 1701_mirrored_0.jpg,131,114,A-3
2019_0927_153929_042 0643_0.jpg,65,64,A-6d
2019_0929_154947_042 348_mirrored_0.jpg,69,96,C-10
2019_0905_182313_001 0893_0.jpg,59,57,B-36
2020_0301_150739_024 1252_0.jpg,121,139,D-51
2019_1223_110958_003 0739_0.jpg,104,98,A-1
2020_0410_165628_008 331_0.jpg,176,249,D-15
2019_0920_164444_043 0666_0.jpg,65,88,D-23a
2020_0510_185408_014 1612_0.jpg,110,112,A-18b
2019_0920_161014_042 1716_0.jpg,37,43,D-6
2020_0620_165016_002 23_0.jpg,39,38,B-20
2019_1030_162407_042 1315_mirrored_0.jpg,47,57,C-10
2019_0815_090538_005 0688_0.jpg,98,139,D-1
2019_0927_153929_042 1240_0.jpg,72,90,B-33
2020_0321_101859_006 0949_0.jpg,55,47,A-18b
2020_0413_162855_009 0974_0.jpg,55,64,D-15
2020_0229_074421_016 1368_0.jpg,28,35,B-33
2020_0621_104933_018 25_0.jpg,47,49,B-20
2020_0215_102737_009 1019_0.jpg,63,63,B-33
2020_0301_154208_025 1115_0.jpg,64,61,A-18b
2020_0229_084843_018 0398_0.jpg,96,86,A-15
2020_0215_102737_009 1763_0.jpg,59,77,B-36
2020_0413_162855_009 0169_0.jpg,37,42,C-12
2019_0929_154947_042 806_0.jpg,48,51,D-3
2019_1223_092421_001 0377_mirrored_0.jpg,49,54,C-10
2020_0508_164957_013 651_0.jpg,69,64,D-6
2020_0510_185408_014 0562_0.jpg,32,33,B-36
2020_0301_154208_025 0904_mirrored_0.jpg,56,52,A-1
2020_0510_185408_014 0542_0.jpg,72,79,B-36
2020_0620_164643_001 22_0.jpg,110,120,D-4a
2019_0815_090538_005 0261_0.jpg,51,51,A-7
2020_0213_153817_007 1148_0.jpg,51,61,B-33
2019_0927_153929_042 1321_mirrored_0.jpg,43,39,C-10
2020_0621_110146_025 26_0.jpg,196,211,B-20
2020_0410_162215_007 1887_mirrored_0.jpg,65,55,B-21
2019_0901_173251_015 0318_0.jpg,43,38,A-30
2020_0301_133023_020 1443_0.jpg,66,90,D-15
2019_0905_182313_001 0874_0.jpg,88,104,D-6
2020_0313_180335_003 0513_0.jpg,147,96,D-43
2019_1223_110958_003 1042_0.jpg,88,89,C-9
2020_0510_192839_015 637_0.jpg,131,132,A-30
2020_0321_094429_005 0266_mirrored_0.jpg,46,46,A-6e
2020_0621_105156_019 48_0.jpg,53,51,D-2
2020_0410_165628_008 121_0.jpg,59,53,B-34
2019_0929_143436_042 1740_0.jpg,84,90,B-33
2020_0510_185408_014 0495_mirrored_0.jpg,212,198,A-1
2019_0927_161359_043 1215_0.jpg,69,74,A-29
2019_0922_153729_042 0386_0.jpg,40,37,B-33
2020_0213_153817_007 0468_0.jpg,59,63,B-33
2020_0620_170258_013 70_0.jpg,126,117,D-40
2020_0508_161529_012 1959_0.jpg,53,53,A-6a
2019_1030_162407_042 0899_0.jpg,60,51,A-18b
2019_1223_092421_001 0511_0.jpg,45,46,B-33
2020_0215_121321_011 368_0.jpg,53,73,C-12
2020_0213_153817_007 0192_mirrored_0.jpg,31,40,B-22
2019_0922_153729_042 0542_0.jpg,45,53,A-16
2020_0410_162215_007 1469_0.jpg,67,57,B-33
2020_0313_183912_004 146_0.jpg,63,65,D-6
2020_0301_140337_021 048_0.jpg,96,100,C-9
2020_0229_084843_018 1592_0.jpg,77,78,A-6c
2020_0620_165914_009 21_0.jpg,94,63,D-41
2020_0229_081851_017 318_0.jpg,69,74,D-1
2019_0920_164444_043 0048_0.jpg,43,43,A-30
2020_0510_185408_014 1602_0.jpg,32,31,C-9
2020_0621_104933_018 22_0.jpg,44,42,B-20
2020_0410_162215_007 0828_0.jpg,72,85,B-36
2020_0508_161529_012 1835_0.jpg,54,57,A-18b
2020_0229_074421_016 0867_0.jpg,40,37,D-1
2020_0229_084843_018 0426_0.jpg,90,102,C-9
2019_0721_171043_003 1788_mirrored_0.jpg,104,100,A-1
2020_0321_094429_005 0566_mirrored_0.jpg,48,42,A-6e
2019_0905_182313_001 0600_0.jpg,63,65,B-33
2019_0905_182313_001 0105_mirrored_0.jpg,98,90,A-6c
2019_0920_161014_042 0136_0.jpg,184,74,D-53
2019_0818_131042_009 0480_0.jpg,51,49,A-17
2019_0726_185626_003 196_mirrored_0.jpg,86,86,A-1
2019_0901_165821_014 1581_0.jpg,67,67,A-17
2020_0213_153817_007 0443_0.jpg,49,69,D-28
2019_0929_154947_042 269_0.jpg,58,57,A-20
2019_0905_182313_001 1540_0.jpg,61,53,A-16
2020_0620_165440_007 10_0.jpg,102,106,D-1
2019_0901_173251_015 1495_0.jpg,53,55,B-2
2020_0215_102737_009 1661_0.jpg,128,178,B-34
2020_0321_094429_005 0425_0.jpg,44,55,D-7
2020_0620_170211_012 18_0.jpg,60,57,A-7
2019_0814_162326_004 1021_0.jpg,45,58,D-23a
2020_0621_105816_022 04_0.jpg,48,42,A-29
2019_0814_154857_003 0643_0.jpg,45,41,B-33
2020_0410_165628_008 461_0.jpg,41,55,C-13a-C-16a
2020_0621_104933_018 30_0.jpg,67,74,B-20
2020_0508_164957_013 462_0.jpg,98,94,D-2
2020_0301_154208_025 0152_0.jpg,204,179,A-6c
2020_0321_094429_005 0044_1.jpg,79,75,B-36
2020_0313_180335_003 1882_0.jpg,53,51,B-21
2020_0413_162855_009 1113_0.jpg,74,49,D-43
2020_0313_172757_002 1483_mirrored_0.jpg,67,77,C-10
2019_1223_110958_003 0954_0.jpg,41,57,D-15
2020_0410_165628_008 049_0.jpg,41,69,D-18
2020_0213_153817_007 1982_0.jpg,37,35,C-9
2019_0818_131042_009 0744_0.jpg,142,123,A-30
2020_0620_165601_008 101_0.jpg,31,34,B-36
2020_0215_110207_010 517_0.jpg,49,48,A-7
2019_0920_161014_042 0204_0.jpg,79,92,D-6b
2020_0301_154208_025 0740_0.jpg,36,31,A-4
2019_1223_110958_003 1429_0.jpg,75,70,D-6
2020_0313_180335_003 1027_0.jpg,75,85,B-20
2020_0620_165601_008 094_0.jpg,56,58,D-6
2020_0508_161529_012 0268_0.jpg,59,89,D-21
2020_0508_164957_013 332_0.jpg,66,59,A-30
2020_0313_172757_002 1307_0.jpg,102,124,C-9
2019_0929_143436_042 1171_0.jpg,69,65,A-29
2019_1030_162407_042 0901_0.jpg,41,37,A-6b
2019_0815_090538_005 1840_mirrored_0.jpg,181,156,A-2
2020_0215_121321_011 478_mirrored_0.jpg,66,104,C-6
2020_0301_150739_024 1674_0.jpg,69,65,A-17
2020_0229_081851_017 320_0.jpg,85,71,D-14
2019_1030_165838_043 1461_0.jpg,39,47,C-12
2020_0621_110146_025 33_0.jpg,98,119,B-20
2020_0413_162855_009 0831_0.jpg,43,40,A-4
2020_0413_162855_009 0946_0.jpg,38,53,D-24
2019_0719_142601_003 1209_mirrored_0.jpg,25,21,A-1
2020_0508_161529_012 0774_0.jpg,47,65,B-1
2019_0901_173251_015 0321_0.jpg,50,42,C-9
2019_1223_110958_003 1414_0.jpg,49,50,B-33
2020_0213_161248_008 1228_0.jpg,69,64,B-34
2020_0508_164957_013 381_mirrored_0.jpg,145,192,C-10
2020_0215_121321_011 497_0.jpg,75,84,C-7
2020_0321_094429_005 1071_0.jpg,41,47,D-15
2019_1129_162626_042 0418_0.jpg,43,45,B-33
2020_0620_165440_007 03_0.jpg,161,178,D-1
2019_1030_162407_042 1551_0.jpg,94,78,D-6
2020_0620_170442_014 23_1.jpg,31,31,B-36
2020_0215_121321_011 442_0.jpg,133,137,D-1
2020_0410_162215_007 0253_mirrored_0.jpg,43,43,A-1
2019_1030_165838_043 0217_0.jpg,55,55,A-17
2019_0920_164444_043 0448_0.jpg,49,49,A-18b
2020_0620_165914_009 08_0.jpg,192,191,D-1
2019_0816_175356_008 129_0.jpg,71,68,B-18
2020_0301_150739_024 1506_0.jpg,62,60,B-27
2020_0215_110207_010 341_0.jpg,86,59,D-43
2019_0927_161359_043 1242_0.jpg,57,66,C-9
2020_0313_172757_002 1428_0.jpg,106,125,A-30
2020_0229_074421_016 0775_0.jpg,41,40,A-16
2019_0905_182313_001 1109_0.jpg,47,49,D-6
2019_0929_143436_042 0042_0.jpg,57,61,C-12
2020_0301_150739_024 1249_0.jpg,45,49,D-1
2020_0215_110207_010 173_mirrored_0.jpg,135,114,A-6c
2020_0213_161248_008 1164_0.jpg,72,78,C-9
2019_0816_175356_008 096_0.jpg,101,88,D-1
2019_0814_154857_003 1003_0.jpg,82,66,A-14
2019_1030_165838_043 0926_0.jpg,66,55,A-18b
2020_0213_153817_007 0194_0.jpg,49,67,B-2
2020_0229_081851_017 017_mirrored_0.jpg,82,96,C-10
2020_0229_081851_017 297_0.jpg,78,88,C-9
2020_0621_105816_022 01_0.jpg,43,37,A-29
2020_0413_162855_009 0288_0.jpg,83,71,C-13-C-16
2020_0510_185408_014 0134_0.jpg,53,53,C-9
2020_0213_161248_008 1472_0.jpg,94,104,D-1
2019_0929_154947_042 045_0.jpg,55,58,A-20
2019_0901_173251_015 0946_0.jpg,31,49,A-7
2019_0814_154857_003 0940_0.jpg,40,39,B-33
2019_1030_162407_042 0381_1.jpg,55,57,A-32
2019_0818_131042_009 1051_0.jpg,78,65,A-30
2019_0814_154857_003 0719_0.jpg,35,42,B-33
2019_0815_090538_005 1478_mirrored_0.jpg,78,84,C-10
2020_0508_161529_012 0407_0.jpg,23,29,D-14
2020_0229_074421_016 0343_mirrored_0.jpg,51,49,A-3
2019_1030_162407_042 1358_0.jpg,80,83,B-25
2019_0920_164444_043 1015_0.jpg,55,63,C-12
2019_1030_165838_043 0580_0.jpg,63,63,B-25
2020_0413_170324_010 317_0.jpg,33,29,A-7
2020_0229_074421_016 1787_0.jpg,65,39,D-43
2020_0410_165628_008 044_0.jpg,51,51,C-9
2020_0510_185408_014 1566_0.jpg,73,68,B-33
2020_0510_192839_015 014_0.jpg,46,51,D-6
2020_0301_150739_024 1242_0.jpg,83,51,D-42
2020_0213_153817_007 0193_mirrored_0.jpg,58,82,B-22
2020_0313_172757_002 0951_0.jpg,69,59,A-30
2020_0215_121321_011 352_0.jpg,114,120,D-2
2019_0905_182313_001 0939_0.jpg,53,49,A-16
2019_0927_153929_042 1225_0.jpg,36,43,D-8
2020_0229_084843_018 0807_0.jpg,102,98,A-7
2019_0927_153929_042 0433_0.jpg,77,94,D-3
2020_0510_185408_014 1790_0.jpg,53,53,A-17
2019_0818_141422_011 168_0.jpg,96,84,D-6
2019_0920_161014_042 1740_0.jpg,55,53,A-30
2020_0508_161529_012 0754_0.jpg,67,82,D-7
2020_0508_161529_012 1985_0.jpg,116,147,D-tablica
2020_0313_180335_003 0828_0.jpg,45,45,B-25
2019_0927_164829_044 024_0.jpg,72,62,D-1
2020_0229_084843_018 1786_0.jpg,65,82,D-23
2019_0905_182313_001 1376_0.jpg,67,80,C-9
2019_0929_143436_042 1597_0.jpg,51,49,A-30
2020_0321_094429_005 1899_mirrored_1.jpg,149,147,A-6b
2020_0620_170442_014 20_0.jpg,38,39,D-2
2020_0229_084843_018 0416_0.jpg,63,58,A-15
2019_0721_181936_005 025_mirrored_0.jpg,41,41,A-6c
2019_1223_110958_003 0654_0.jpg,38,37,A-7
2019_0929_143436_042 1714_0.jpg,86,88,A-16
2020_0410_162215_007 1395_mirrored_0.jpg,108,125,C-10
2019_0920_161014_042 0643_0.jpg,53,61,B-33
2019_0920_164444_043 1014_1.jpg,55,45,C-12
2019_0905_182313_001 1696_0.jpg,65,62,B-25
2019_0929_143436_042 1657_0.jpg,28,31,B-25
2019_0922_153729_042 1031_0.jpg,55,55,A-6a
2019_1223_092421_001 0341_0.jpg,56,51,A-7
2020_0301_140337_021 368_0.jpg,41,44,D-28
2019_1030_162407_042 1155_0.jpg,45,37,A-6d
2020_0510_192839_015 726_0.jpg,92,120,C-12
2019_0901_165821_014 1594_0.jpg,51,94,D-15
2019_0815_090538_005 1806_0.jpg,55,62,D-1
2019_0721_171043_003 0942_mirrored_0.jpg,108,106,A-4
2020_0213_161248_008 0630_0.jpg,223,151,D-42
2020_0229_074421_016 1675_0.jpg,63,75,D-18
2019_0920_161014_042 0097_0.jpg,114,45,D-53
2020_0215_110207_010 602_0.jpg,102,112,D-1
2019_0922_153729_042 1391_0.jpg,59,57,A-6d
2019_0927_153929_042 1982_0.jpg,63,78,D-28
2019_0927_161359_043 0436_0.jpg,49,43,A-17
2020_0321_101859_006 1069_0.jpg,35,53,B-2
2020_0510_185408_014 1108_1.jpg,55,53,B-36
2020_0213_153817_007 1339_mirrored_0.jpg,61,71,C-10
2020_0301_150739_024 2029_0.jpg,61,75,D-15
2020_0620_171225_017 10_0.jpg,84,89,D-4a
2019_0815_090538_005 2066_mirrored_0.jpg,184,167,A-1
2019_0901_165821_014 1828_0.jpg,57,49,A-16
2019_0814_154857_003 0712_0.jpg,46,61,D-26b
2019_1129_162626_042 1186_mirrored_0.jpg,36,32,A-6e
2020_0508_161529_012 1980_0.jpg,46,60,D-15
2020_0321_094429_005 0845_0.jpg,121,147,A-6d
2020_0229_074421_016 1795_0.jpg,75,80,C-5
2019_1030_162407_042 0197_0.jpg,110,106,B-21
2020_0620_170442_014 62_0.jpg,132,198,D-6
2020_0510_185408_014 0274_0.jpg,66,79,D-6
2019_0905_182313_001 0444_0.jpg,85,75,A-30
2019_0929_150907_043 0053_0.jpg,273,237,G-3
2019_1226_135624_005 279_0.jpg,110,122,D-1
2020_0313_180335_003 0473_0.jpg,65,66,C-9
2020_0508_164957_013 190_0.jpg,59,59,D-26c
2019_0929_154947_042 074_0.jpg,137,133,D-1
2020_0215_110207_010 478_mirrored_0.jpg,59,69,C-10
2019_0815_090538_005 1628_0.jpg,59,55,C-9
2020_0215_102737_009 0959_0.jpg,51,51,B-25
2019_1223_114427_004 0971_0.jpg,94,90,A-32
2019_1030_162407_042 0378_0.jpg,84,96,B-33
2020_0229_084843_018 0434_0.jpg,34,34,D-6
2019_0929_154947_042 820_mirrored_0.jpg,57,57,A-6e
2019_0905_182313_001 1225_0.jpg,144,123,A-16
2020_0321_094429_005 0428_mirrored_0.jpg,59,57,A-6e
2019_0901_165821_014 0450_0.jpg,57,57,A-18b
2020_0313_172757_002 1813_0.jpg,68,63,D-6
2019_1223_092421_001 1181_0.jpg,71,62,D-6
2019_1030_162407_042 0713_0.jpg,85,75,A-18b
2019_0905_182313_001 0527_mirrored_0.jpg,55,63,C-10
2019_1030_162407_042 0263_0.jpg,75,67,D-2
2019_0818_131042_009 1074_0.jpg,43,43,C-9
2020_0229_084843_018 0455_0.jpg,50,51,D-2
2020_0215_102737_009 1835_0.jpg,111,159,B-2
2019_1223_092421_001 0905_0.jpg,116,106,B-33
2019_1223_110958_003 1364_0.jpg,51,51,B-33
2020_0508_161529_012 1471_0.jpg,102,119,D-tablica
2020_0510_185408_014 1897_mirrored_0.jpg,78,69,A-6c
2019_0929_143436_042 0020_0.jpg,53,71,D-6
2020_0508_161529_012 1882_0.jpg,63,57,A-16
2019_1230_164602_006 450_0.jpg,51,47,A-6d
2019_0922_161159_043 208_0.jpg,61,62,B-33
2019_0815_090538_005 1203_0.jpg,155,129,A-30
2019_0922_161159_043 293_0.jpg,57,47,A-6d
2019_0815_090538_005 1629_0.jpg,83,86,D-6b
2019_0929_143436_042 1898_mirrored_0.jpg,45,47,C-10
2020_0301_154208_025 0776_1.jpg,46,45,D-18
2020_0321_094429_005 0383_mirrored_1.jpg,79,82,A-6c
2019_1129_162626_042 0905_0.jpg,33,30,B-33
2020_0229_084843_018 0774_0.jpg,59,63,B-33
2019_0818_131042_009 0259_mirrored_0.jpg,42,38,A-2
2020_0313_172757_002 1754_0.jpg,73,86,B-25
2019_0814_162326_004 1813_0.jpg,49,49,B-33
2020_0213_161248_008 1325_0.jpg,66,65,A-30
2019_0920_164444_043 0516_mirrored_0.jpg,71,64,A-6b
2019_0818_131042_009 0167_0.jpg,53,43,D-1
2020_0313_172757_002 0974_mirrored_0.jpg,76,80,C-10
2020_0213_161248_008 0993_0.jpg,34,31,A-32
2019_1030_162407_042 0432_0.jpg,49,67,D-28
2020_0321_101859_006 1059_0.jpg,35,38,C-12
2019_0818_131042_009 0168_0.jpg,198,224,D-1
2019_1030_162407_042 1264_1.jpg,30,33,D-28
2019_0922_153729_042 0128_0.jpg,70,72,C-13a
2019_0905_182313_001 1120_0.jpg,72,76,D-1
2020_0213_153817_007 1320_0.jpg,45,46,D-26
2019_0901_173251_015 1375_0.jpg,39,45,B-33
